X,Y,OBJECTID,PROGRAM_NAME,DESCRIPTION,WEBSITE_URL,CITY,STATE,ACCESSIBILITY_SERVICES,ADULT_LITERACY,ART_THERAPY,ASSESSMENT,BORROW_MATERIALS,CASE_MANAGEMENT,CHILD_CARE,CLOTHING,COMPUTERS,DENTAL_SERVICES,DOCUMENTATION_ASSISTANCE,DOMESTIC_VIOLENCE_SERVICES,FOOD_GROCERIES,GROUPS,HAIRCUTS,HARM_REDUCTION,HIV_TESTING,HOUSING,HOUSING_NAVIGATION,INCOME_TAX_HELP,LAUNDRY,LIBRARY_CARD,LEGAL_SERVICES,MEDICAL_BENEFITS,MEDICAL_SERVICES,MAIL,MEALS,MENTAL_HEALTH,MINISTRY,PHONE,PUBLIC_RESTROOMS,REFRESHMENTS,SHOWERS,SNAP_FOOD_STAMPS,STORAGE,SUBSTANCE_ABUSE_TREATMENT,SUPPORTED_EMPLOYMENT,TANF_FINANCIAL_ASSISTANCE,TRANSPORTATION,VOCATIONAL_TRAINING,CLIENTS_SERVED_PER_DAY,TARGET,OPEN_TO_PUBLIC,HOURS_OF_OPERATION,RECORD_LAST_UPDATED,LATITUDE,LONGITUDE,LGBTQ_FOCUSED,PHONE_NUMBER,XCOORD,YCOORD,WARD,NAME,ADDRESS,ZIPCODE,MAR_ID,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-77.0136191159236,38.9040102045502,53,Northwest One Library,,https://www.dclibrary.org/node/10390,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.90400275,-77.01361683,,,398818.89,137349.69,Ward 6,DC Public Library,155 L STREET NW,20001,307736,HomelessServicePt_53,{50A7D237-40E7-4EE4-87A9-6636F203C782},,,,
-77.0620252480147,38.9035814997797,54,Clubhouse Drop-In Center,,https://georgetownministrycenter.org/programs/clubhouse/,Washington ,DC,,,Yes,,,Yes,,,Yes,,,,,Yes,,,,,,,Yes,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,,60,Men & Women,Yes,,2017/09/12 04:00:00+00,38.90357405,-77.06202295,,,394620.16,137303.84,Ward 2,Georgetown Ministry Center,1041 WISCONSIN AVENUE NW,20007,273796,HomelessServicePt_54,{66C99C26-E759-439F-82E1-307AA0068579},,,,
-77.044550214635,38.9021923646586,55,Library Express,,https://www.dclibrary.org/node/56917,Washington,DC,Yes,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.90218491,-77.04454792,,,396135.86,137148.75,Ward 2,DC Public Library,1990 K STREET NW,20006,218576,HomelessServicePt_55,{476DF700-FA92-4B25-ACDD-A582E7BD908A},,,,
-77.0096623045221,38.9015641996733,56,Day Shelter Program,,http://www.fathermckennacenter.org/programs/homeless-day-shelter/,Washington ,DC,,,,,,Yes,,Yes,Yes,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,Yes,Yes,,,Yes,,,,,,Yes,,100,Men,Yes,,2017/09/12 04:00:00+00,38.901557,-77.00966,,,399162.07,137078.12,Ward 6,The Father McKenna Center,19 I STREET NW,20001,279445,HomelessServicePt_56,{A6AC7542-FC04-4B4F-9A2C-D59D284BB0BB},,,,
-76.9474648673082,38.900428184523,57,Parkside Health Center (Ward 7),,https://unityhealthcare.org/find-a-center/,Washington,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Men & Women,By Appointment,,2017/09/12 04:00:00+00,38.90042073,-76.9474626,,,404557.27,136953.28,Ward 7,Unity Health,765 KENILWORTH TERRACE NE,20019,310407,HomelessServicePt_57,{55FE8482-3240-4B00-9305-2F45D958DE37},,,,
-76.993385636925,38.9004206209805,58,Drop-In Center,,http://www.hips.org/how-we-improve-lives.html,Washington ,DC,,,Yes,,,,,,Yes,,,,,,,Yes,Yes,,,,Yes,,,,Yes,,Yes,,,,,,Yes,,,,,,,,,Men & Women,By Appointment,,2017/12/19 05:00:00+00,38.90041317,-76.99338336,Yes,,400573.95,136951.15,Ward 6,HIPS,906 H STREET NE,20002,151203,HomelessServicePt_58,{2C922231-D1CE-4983-B6A7-3CF429A20D12},,,,
-76.9721590646033,38.9002330900271,59,Food Pantry & Computer Center,,http://www.anacostiaoutreach.org/wordpress/,Washington ,DC,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Men & Women,Yes,,2017/09/12 04:00:00+00,38.90022564,-76.97215679,,,402415.22,136930.68,Ward 5,Anacostia Community Outreach Center (ACOC),711 24TH STREET NE,20002,291073,HomelessServicePt_59,{B1054EF4-0D12-4240-8605-3CAA8514AB38},,,,
-77.0312155570439,38.8999835151817,60,Day Program,,http://mcclendoncenter.org/programs/day-program/,Washington ,DC,,,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,Yes,,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89997606,-77.03121326,,,397292.44,136903.07,Ward 2,McClendon Center,1313 NEW YORK AVENUE NW,20005,279043,HomelessServicePt_60,{CBAC1BE4-5412-456B-9DCB-BDD6829D5D90},,,,
-76.9964558657389,38.8999822274486,61,H Street Service Center,,https://dcdhs.dc.gov/node/117522,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017/09/12 04:00:00+00,38.89997477,-76.99645358,,,400307.63,136902.47,Ward 6,Department of Human Services,645 H STREET NE,20002,288821,HomelessServicePt_61,{2ABAC0F2-10E4-4BCC-9ABB-F953E2EE9169},,,,
-77.0548601160485,38.8993877291426,62,West End Library,,https://www.dclibrary.org/node/10410,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89938028,-77.05485782,,,395241.38,136837.9,Ward 2,DC Public Library,2522 VIRGINIA AVENUE NW,20037,300836,HomelessServicePt_62,{274127A4-D336-464C-9BB6-5EFC8FB7B5F5},,,,
-77.0247685454895,38.8986991164273,63,MLK Jr. Library,,https://www.dclibrary.org/node/56887,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89869166,-77.02476625,,,397851.64,136760.32,Ward 2,DC Public Library,901 G STREET NW,20001,239815,HomelessServicePt_63,{C6C821AA-8D84-4B5A-AC68-6BA96C7DDAAC},,,,
-77.0110654590017,38.8986922099559,64,Ministry Resource Center & Shelter,,http://www.missiondc.org/,Washington ,DC,,,,,,,,Yes,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,25,Men,Yes,,2017/09/12 04:00:00+00,38.89868476,-77.01106317,,,399040.32,136759.32,Ward 6,Central Union Mission,65 MASSACHUSETTS AVENUE NW,20001,237153,HomelessServicePt_64,{CC88D639-7C35-4132-A805-175B1007A464},,,,
-77.0304722323536,38.8986651575189,65,The Welcome Table,,http://epiphanydc.org/ministry/welcome-table/,Washington ,DC,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,28.57142857,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89865771,-77.03046994,,,397356.87,136756.7,Ward 2,Church of the Epiphany,1317 G STREET NW,20005,279048,HomelessServicePt_65,{90A9119C-01AB-41D0-82BE-6A853C2C57C0},,,,
-77.0255683039355,38.8985507565417,66,Drop-In Center (Downtown),,http://www.firstuccdc.org/2016/09/second-sunday-offering-september-11/,Washington ,DC,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,30,Youth,Yes,,2017/09/12 04:00:00+00,38.8985433,-77.02556601,,,397782.26,136743.87,Ward 2,First Congregational UCC,945 G STREET NW,20001,278832,HomelessServicePt_66,{48EF74DF-5DE1-48B1-81C6-BA2D18621B21},,,,
-77.0519632935546,38.8985388442885,67,Meals Program,,https://miriamskitchen.org/,Washington ,DC,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,150,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89853139,-77.05196099,,,395492.61,136743.52,Ward 2,Miriam's Kitchen,2401 VIRGINIA AVENUE NW,20037,218135,HomelessServicePt_67,{212140E6-2F16-4315-98E4-404236302E63},,,,
-77.0251717059275,38.8981216842492,68,Administrative Office,,https://www.catholiccharitiesdc.org/aboutus/our-mission/,Washington ,DC,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Men & Women,By Appointment,,2017/09/12 04:00:00+00,38.89811423,-77.02516941,,,397816.65,136696.23,Ward 2,Catholic Charities,924 G STREET NW,20001,285571,HomelessServicePt_68,{2657B313-8A89-4638-8302-FE15D5B3513B},,,,
-76.9791363113986,38.8978194024498,69,Rosedale Library,,https://www.dclibrary.org/node/32566,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89781195,-76.97913403,,,401810.05,136662.58,Ward 7,DC Public Library,1701 GALES STREET NE,20002,307101,HomelessServicePt_69,{93AAB62B-1739-4CAD-8B95-EE1789C1452D},,,,
-77.0175535254352,38.8977625627764,70,Public Restrooms,,https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.89775511,-77.01755124,,,398477.49,136656.21,Ward 6,National Building Museum,401 F STREET NW,20001,242924,HomelessServicePt_70,{A03F459E-ADFA-4B2B-92FF-2482C55746E3},,,,
-77.0061814140196,38.8975462563329,71,Public Restrooms,,https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.8975388,-77.00617913,,,399463.98,136632.07,Ward 6,Union Station,50 MASSACHUSETTS AVENUE NE,20002,293243,HomelessServicePt_71,{93DF6876-2D69-43F5-9B89-851FDA016C7C},,,,
-76.9290146657624,38.8972015438886,72,Service Location,,https://contemporaryservices.net/programs-and-services/,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Families,,,2017/09/12 04:00:00+00,38.89719409,-76.9290124,,,406157.98,136596.18,Ward 7,Contemporary Family Services,603 50TH STREET NE,20019,300384,HomelessServicePt_72,{9B48A736-79F1-4B50-B325-13D0FCC2E5B6},,,,
-77.0229554074712,38.897215052579,73,Public Restrooms,,https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.89720759,-77.02295312,,,398008.87964411,136595.53545219,,National Portrait Gallery,8TH STREET NW AND F STREET NW,,901542,HomelessServicePt_73,{42F3C17D-0948-461E-8338-AA21DFAFD0F2},,,,
-77.0156499614219,38.8963102344449,74,Emergency Services Program,,https://www.cflsdc.org/,Washington ,DC ,,,,,,Yes,,Yes,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,25,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89630278,-77.01564767,,,398642.59,136494.96,Ward 6,Community Family Life Services,305 E STREET NW,20001,279657,HomelessServicePt_74,{56893133-EF2D-4C02-B69C-0D3587D46EE5},,,,
-76.948457532521,38.8955287067173,75,Intake Center,,http://www.mbihs.com/what-we-offer/free-standing-mental-health-clinic-0024-core,Washington ,DC,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89552125,-76.94845527,,,404471.47,136409.35,Ward 7,MBI,4017 MINNESOTA AVENUE NE,20019,27916,HomelessServicePt_75,{099D0FF5-8EC1-482F-A91E-43DEE8516623},,,,
-77.0132992197861,38.895511573695,76,The Mitch Snyder Center for Arts and Education,,http://www.theccnv.org/contact.htm,Washington ,DC,,,,,,Yes,,Yes,Yes,,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,Yes,,,,,Yes,137.71428571,Men & Women,No,,2017/09/12 04:00:00+00,38.89550412,-77.01329693,,,398846.5,136406.27,Ward 6,Community for Creative Non-Violence,425 2ND STREET NW,20001,299726,HomelessServicePt_76,{764D1ADE-CC7E-4DD5-BCF3-077F2C739667},,,,
-77.0132992197861,38.895511573695,77,DC HEAC,,https://www.jobshavepriority.org/employment-assistance,Washington,DC,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89550412,-77.01329693,,,398846.5,136406.27,Ward 6,Jobs Have Priority,425 2ND STREET NW,20001,299726,HomelessServicePt_77,{9CB513F7-2541-47E9-A71D-BC330061EFCD},,,,
-77.0328020297564,38.8951394628884,78,Public Restrooms,,https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.89513201,-77.03279974,,,397154.63,136365.39,Ward 2,White House Visitors Center,1450 PENNSYLVANIA AVENUE NW,20004,293208,HomelessServicePt_78,{00CCA778-88AA-42A3-9B68-F27D6EA8E528},,,,
-76.9963612725686,38.8944143344229,79,Northeast Library,,https://www.dclibrary.org/node/10388,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89440688,-76.99635899,,,400315.86,136284.39,Ward 6,DC Public Library,330 7TH STREET NE,20002,37106,HomelessServicePt_79,{FA7E034B-DC32-4A08-BDDD-21BD49393063},,,,
-76.94777332042,38.8941886780432,80,Bening Library,,https://www.dclibrary.org/node/10366,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.89418122,-76.94777105,,,404530.91,136260.63,Ward 7,DC Public Library,3935 BENNING ROAD NE,20019,295144,HomelessServicePt_80,{F4CAB3A3-6302-4D06-AF3F-8BC4302ECBA5},,,,
-76.9513084452162,38.8939309440935,81,Minnessota Ave Health Center (Ward 7),,https://unityhealthcare.org/find-a-center/,Washington,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Men & Women,By Appointment,,2017/09/12 04:00:00+00,38.89392349,-76.95130618,,,404224.25,136231.85,Ward 7,Unity Health,3924 MINNESOTA AVENUE NE,20019,288039,HomelessServicePt_81,{76660879-F756-45B9-A3C5-0F604D333B00},,,,
-77.0199017230304,38.8927664516202,82,Public Restrooms,,https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.892759,-77.01989943,,,398273.67106835,136101.64437973,,Lafayette Square,PENNSYLVANIA AVENUE NW AND 6TH STREET NW,,900353,HomelessServicePt_82,{74593FE9-0061-4732-BF1B-2CE6D5E1D904},,,,
-76.9375118611542,38.8911721402307,83,East of the River Health Center (Ward 7),,https://unityhealthcare.org/find-a-center/,Washington,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Men & Women,By Appointment,,2017/09/12 04:00:00+00,38.89116469,-76.9375096,,,405421.33,135926.33,Ward 7,Unity Health,123 45TH STREET NE,20019,301415,HomelessServicePt_83,{82977456-668D-4F45-B5A4-C9EEAA923E1C},,,,
-77.0501628762966,38.8892227231031,84,Public Restrooms,,https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.88921494,-77.05016058,,,395648.22,135709.27,Ward 2,Lincoln Memorial,2 LINCOLN MEMORIAL CIRCLE SW,20004,313464,HomelessServicePt_84,{BB60A9F4-5D82-4142-9695-8595FD9A6BB7},,,,
-76.9295794737436,38.8889622862999,85,Capitol View Library,,https://www.dclibrary.org/node/10368,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.88895483,-76.92957721,,,406109.69,135681.52,Ward 7,DC Public Library,5001 CENTRAL AVENUE SE,20019,15509,HomelessServicePt_85,{B71FE55D-B488-4EB3-A96F-FCF8DDB9D9B9},,,,
-76.9969452863611,38.8853708420204,86,The Center for Families and Children,,http://www.communityconnectionsdc.org/our-services/families-children,Washington ,DC,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Families,,,2017/09/12 04:00:00+00,38.88536339,-76.996943,,,400265.23,135280.49,Ward 6,Community Connections,650 PENNSYLVANIA AVENUE SE,20003,280033,HomelessServicePt_86,{1560398C-6E75-4D89-BCAE-B23D01FE752A},,,,
-76.9746249659639,38.8843172978796,87,Harriet Tubman Day Program,,https://www.catholiccharitiesdc.org/harriettubman/,Washington ,DC,,,,,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,100,Women,No,,2017/09/12 04:00:00+00,38.88430985,-76.97462269,,,402201.81,135163.84,Ward 7,Catholic Charities,1910 MASSACHUSETTS AVENUE SE,20003,295134,HomelessServicePt_87,{9BC9052D-491C-412B-B75A-6B702C7B18A2},,,,
-76.996517740395,38.8840919097,88,Southeast Library,,https://www.dclibrary.org/node/10398,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.88408446,-76.99651546,,,400302.33,135138.52,Ward 6,DC Public Library,403 7TH STREET SE,20003,280068,HomelessServicePt_88,{76E4DF59-5B13-49AC-8AE3-78382A5ABE9B},,,,
-76.9945395161736,38.8836469999029,89,Main Office,,http://www.communityconnectionsdc.org/,Washington ,DC,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.88363955,-76.99453724,,,400473.97,135089.14,Ward 6,Community Connections,801 PENNSYLVANIA AVENUE SE,20003,280150,HomelessServicePt_89,{FE6E1BD5-584F-4C7A-A8DE-B12A92EE56A6},,,,
-76.9945395161736,38.8836469999029,90,Administrative Offices,,http://www.community-partnership.org/,Washington,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Men & Women,No,,2017/09/12 04:00:00+00,38.88363955,-76.99453724,,,400473.97,135089.14,Ward 6,The Community Partnership,801 PENNSYLVANIA AVENUE SE,20003,280150,HomelessServicePt_90,{8DAB06E4-9499-4258-A457-920F6CF10C7A},,,,
-76.9869723514463,38.8814659207794,91,Shirley's Place,,www.chgm.net,Washington ,DC,,,,,,,,,Yes,,,,,Yes,,,,,,,Yes,,,,,,Yes,,,Yes,,,Yes,,,,,,,Yes,,Individuals,,,2017/12/19 05:00:00+00,38.88145847,-76.98697007,,,401130.56,134847.09,Ward 6,Capital Hill Group Ministry,1338 G STREET SE,20003,66900,HomelessServicePt_91,{0C709983-C942-4E86-ACF1-4A3683969179},,,,
-77.0365552279522,38.881395164502,92,Public Restrooms,,https://dcdhs.dc.gov/page/downtown-washington-dc-public-restrooms,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Men & Women,,,2017/09/12 04:00:00+00,38.88138738,-77.03655293,,,396828.43,134839.79,Ward 2,Jefferson Memorial,701 EAST BASIN DRIVE SW,20004,313482,HomelessServicePt_92,{E47C0C8E-63D5-4080-9B4C-FB4C3EF45F49},,,,
-76.9952866214528,38.8798692743011,93,Drop-In Center (Barraks Row),,http://www.sashabruce.org/programs/safehomes/drop-in-center/,Washington ,DC,,,,Yes,,,,,Yes,,,,Yes,,,Yes,,,,,Yes,,,,Yes,,Yes,,,,,,Yes,,,,,,,Yes,30,Youth,Yes,,2017/09/12 04:00:00+00,38.87986182,-76.99528434,,,400409.17,134669.78,Ward 6,Sasha Bruce Youth Work,741 8TH STREET SE,20003,151137,HomelessServicePt_93,{FA8822F4-4581-4E4E-BB22-567AC75DB4ED},,,,
-77.0124285340087,38.879542423824,94,Southwest Health Center (Ward 6),,https://unityhealthcare.org/find-a-center/,Washington,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Men & Women,By Appointment,,2017/09/12 04:00:00+00,38.87953497,-77.01242625,,,398921.79,134633.56,Ward 6,Unity Health,850 DELAWARE AVENUE SW,20024,276851,HomelessServicePt_94,{14CCED67-743A-4F36-AC26-E8AB94D33D96},,,,
-77.0182143584179,38.879027465601,95,Housing Resource Center,,http://dashdc.org/,Washington ,DC,,,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Women,,,2017/09/12 04:00:00+00,38.87902002,-77.01821207,,,398419.75,134576.48,Ward 6,District Alliance for Safe Housing (DASH),400 I STREET SW,20024,150785,HomelessServicePt_95,{3E8FC90C-DFA2-4F44-8707-79A94340399F},,,,
-77.0158340685398,38.878705402197,96,Southwest Library,,https://www.dclibrary.org/node/10400,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.87869795,-77.01583178,,,398626.28,134540.69,Ward 6,DC Public Library,900 WESLEY PLACE SW,20024,295165,HomelessServicePt_96,{D3D909C0-BA24-45D4-9772-A148C84BCD5E},,,,
-76.9655792351252,38.8762882348355,97,Service Location,,https://contemporaryservices.net/programs-and-services/,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Families,,,2017/09/12 04:00:00+00,38.87628078,-76.96557696,,,402986.98,134272.81,Ward 7,Contemporary Family Services,2918 MINNESOTA AVENUE SE,20019,287326,HomelessServicePt_97,{AB7C9B15-75F4-4280-931A-85F7EA9AE418},,,,
-76.9581484123724,38.8686708238465,98,Main Office,,https://contemporaryservices.net/programs-and-services/,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Families,,,2017/09/12 04:00:00+00,38.86866337,-76.95814614,,,403632.16,133427.49,Ward 7,Contemporary Family Services,3300 PENNSYLVANIA AVENUE SE,20020,287806,HomelessServicePt_98,{20BAF213-E76E-4F49-8FA1-7CEBFD1E1696},,,,
-76.9810568280152,38.8662081217182,99,Southeast Center,,https://breadforthecity.org/,Washington ,DC,,,,,,Yes,,Yes,,,Yes,,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,,Yes,,,25,Men & Women,By Appointment,,2017/09/12 04:00:00+00,38.86620067,-76.98105455,,,401644.18,133153.45,Ward 8,Bread for the City,1640 GOOD HOPE ROAD SE,20020,286380,HomelessServicePt_99,{6A2916DC-E701-490F-B0E4-62F813D36C93},,,,
-76.9499509077943,38.8661286671732,100,Fort Davis Service Center,,https://dcdhs.dc.gov/node/117522,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017/09/12 04:00:00+00,38.86612122,-76.94994864,,,404343.71,133145.65,Ward 7,Department of Human Services,3851 ALABAMA AVENUE SE,20020,278434,HomelessServicePt_100,{D985ADCC-67E0-4136-9D0B-3AA0643EF9F7},,,,
-76.9898286663262,38.8659301344824,101,Service Location,,https://contemporaryservices.net/programs-and-services/,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Families,,,2017/09/12 04:00:00+00,38.86592269,-76.98982639,,,400882.92,133122.47,Ward 8,Contemporary Family Services,2041 MARTIN LUTHER KING JR AVENUE SE,20020,278056,HomelessServicePt_101,{B5C35E57-2783-42F2-B712-1C2F292C558E},,,,
-76.978627807395,38.8659156496659,102,Anacostia Library,,https://www.dclibrary.org/node/10364,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.8659082,-76.97862553,,,401854.99,133121.03,Ward 8,DC Public Library,1800 GOOD HOPE ROAD SE,20020,53560,HomelessServicePt_102,{759F3AFE-DE50-41B3-A7A3-EA5C9C757EF7},,,,
-76.9858875750475,38.8658539639835,103,The Next Step Program (SE DC Offices),,https://www.samaritanministry.org/program,Washington ,DC,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,Yes,,,,Yes,,,Yes,,,Yes,Yes,,,,Yes,,Yes,,Yes,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.86584652,-76.9858853,,,401224.95,133114.06,Ward 8,Samaritan Ministry of Greater Washington,1345 U STREET SE,20020,286088,HomelessServicePt_103,{F833DAA3-501A-4BEB-8235-300BD3E84D0B},,,,
-76.989240045016,38.8654456993097,104,Anacostia Service Center,,https://dcdhs.dc.gov/node/117522,Washington ,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,Men & Women,,,2017/09/12 04:00:00+00,38.86543825,-76.98923777,,,400934.01,133068.7,Ward 8,Department of Human Services,2100 MARTIN LUTHER KING JR AVENUE SE,20020,51883,HomelessServicePt_104,{72CDC1C7-83D4-4B87-9742-95A58979DFD4},,,,
-76.954203480109,38.8648790534116,105,Francis A. Gregory Library,,https://www.dclibrary.org/node/10376,Washington,DC,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Men & Women,Yes,,2017/09/12 04:00:00+00,38.8648716,-76.95420121,,,403974.72,133006.74,Ward 7,DC Public Library,3660 ALABAMA AVENUE SE,20020,290019,HomelessServicePt_105,{CD94358E-8205-43B1-B4D9-3591D9839EEA},,,,
-76.9912633123093,38.863468340719,106,Max Robinson Center,,https://www.whitman-walker.org/location/max-robinson-center/,Washington,DC,,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,Yes,,Yes,,,Yes,,,,,,,,,,,,,,Men & Women,By Appointment,,2017/12/19 05:00:00+00,38.86346089,-76.99126103,Yes,,400758.44,132849.18,Ward 8,Whitman Walker Health,2301 MARTIN LUTHER KING JR AVENUE SE,20020,48991,HomelessServicePt_106,{98B028C1-3638-4EA2-97E3-54FA78A3659B},,,,
-76.9835667331686,38.8631070845061,107,Anacostia Health Center (Ward 8),,https://unityhealthcare.org/find-a-center/,Washington,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Men & Women,By Appointment,,2017/09/12 04:00:00+00,38.86309964,-76.98356446,,,401426.42,132809.17,Ward 8,Unity Health,1500 GALEN STREET SE,20020,277592,HomelessServicePt_107,{CAE7CB3F-06F8-4893-B51C-49364F5E5CB5},,,,
